uid,equipment,source_name,source_city,source_country,source_lat,source_long
9105,76W,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,33.6367,-84.428101
9190,F50,Brest Bretagne Airport,Brest,France,48.4478988647461,-4.41854000091553
9193,DH4,Brest Bretagne Airport,Brest,France,48.4478988647461,-4.41854000091553
9232,764,General Edward Lawrence Logan International Airport,Boston,United States,42.36429977,-71.00520325
9245,AR8,Brive Souillac Airport,Brive,France,45.039722,1.485556
9262,E70,Charles de Gaulle International Airport,Paris,France,49.012798,2.55
9276,319 320,Charles de Gaulle International Airport,Paris,France,49.012798,2.55
9309,AR8,Charles de Gaulle International Airport,Paris,France,49.012798,2.55
9312,DH4,Charles de Gaulle International Airport,Paris,France,49.012798,2.55
9348,321 319 320,Charles de Gaulle International Airport,Paris,France,49.012798,2.55
9357,321 320,Charles de Gaulle International Airport,Paris,France,49.012798,2.55
9369,AR8,Charles de Gaulle International Airport,Paris,France,49.012798,2.55
9475,F50,Deauville-Saint-Gatien Airport,Deauville,France,49.3652992249,0.154305994511
9476,AR8,Dresden Airport,Dresden,Germany,51.1328010559082,13.7672004699707
9481,76W 77L,Detroit Metropolitan Wayne County Airport,Detroit,United States,42.2123985290527,-83.353401184082
9486,AR8,Dublin Airport,Dublin,Ireland,53.421299,-6.27007
9497,DH4,Bergerac-Roumanière Airport,Bergerac,France,44.8252983093262,0.518611013889313
9498,DH4,Bergerac-Roumanière Airport,Bergerac,France,44.8252983093262,0.518611013889313
9516,E90,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,41.8002778,12.2388889
9530,AR8,Peretola Airport,Florence,Italy,43.810001,11.2051
9593,F50,Jersey Airport,Jersey,Jersey,49.2079010009766,-2.1955099105835
9600,764 76W,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015
9656,DH4,Limoges Airport,Limoges,France,45.8628005981445,1.17944002151489
9661,E90,Milano Linate Airport,Milan,Italy,45.445099,9.27674
9673,DH4,La Rochelle-Île de Ré Airport,La Rochelle,France,46.17919921875,-1.19527995586395
9683,E75,Lyon Saint-Exupéry Airport,Lyon,France,45.725556,5.081111
9767,764,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,United States,44.882,-93.221802
9805,E95,Nice-Côte d'Azur Airport,Nice,France,43.6584014893,7.21586990356
9825,AR8 F50,Nantes Atlantique Airport,Nantes,France,47.1531982422,-1.61073005199
9826,E75 DH4,Nantes Atlantique Airport,Nantes,France,47.1531982422,-1.61073005199
9831,DH4,Nantes Atlantique Airport,Nantes,France,47.1531982422,-1.61073005199
9847,F50,Paris-Orly Airport,Paris,France,48.7233333,2.3794444
9849,F50,Paris-Orly Airport,Paris,France,48.7233333,2.3794444
9863,DH4,Paris-Orly Airport,Paris,France,48.7233333,2.3794444
9915,DH4,Rennes-Saint-Jacques Airport,Rennes,France,48.0694999695,-1.73478996754
9917,DH4,Rennes-Saint-Jacques Airport,Rennes,France,48.0694999695,-1.73478996754
9923,F50 AR8,Rotterdam The Hague Airport,Rotterdam,Netherlands,51.956902,4.43722
9938,76W,Seattle Tacoma International Airport,Seattle,United States,47.449001,-122.308998
10082,736,Houari Boumediene Airport,Algier,Algeria,36.6910018920898,3.21540999412537
10340,788,Chhatrapati Shivaji International Airport,Mumbai,India,19.0886993408,72.8678970337
10405,788,Indira Gandhi International Airport,Delhi,India,28.5665,77.103104
10441,788 77W,Indira Gandhi International Airport,Delhi,India,28.5665,77.103104
10556,772,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015
11086,787,Licenciado Benito Juarez International Airport,Mexico City,Mexico,19.4363,-99.072098
11294,320,Catania-Fontanarossa Airport,Catania,Italy,37.466801,15.0664
11323,320,Falcone–Borsellino Airport,Palermo,Italy,38.175999,13.091
12124,738,Mohammed V International Airport,Casablanca,Morocco,33.3675003051758,-7.58997011184692
12125,738,Mohammed V International Airport,Casablanca,Morocco,33.3675003051758,-7.58997011184692
12250,738,Menara Airport,Marrakech,Morocco,31.6068992615,-8.03629970551
12278,73G,Ibn Batouta Airport,Tanger,Morocco,35.7268981934,-5.91689014435
12588,320 321 319 767,Stockholm-Arlanda Airport,Stockholm,Sweden,59.651901245117,17.918600082397
12591,777,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,33.6367,-84.428101
12592,788,Austin Bergstrom International Airport,Austin,United States,30.1944999694824,-97.6698989868164
12604,777 744,General Edward Lawrence Logan International Airport,Boston,United States,42.36429977,-71.00520325
12609,767,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,United States,39.1754,-76.668297
12628,777,Denver International Airport,Denver,United States,39.861698150635,-104.672996521
12631,744,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,32.896801,-97.038002
12642,777 788,Newark Liberty International Airport,Newark,United States,40.6925010681152,-74.168701171875
12697,32B 320 321,Helsinki Vantaa Airport,Helsinki,Finland,60.317199707031,24.963300704956
12701,E90,Helsinki Vantaa Airport,Helsinki,Finland,60.317199707031,24.963300704956
12738,744 777,Washington Dulles International Airport,Washington,United States,38.94449997,-77.45580292
12739,744 777,George Bush Intercontinental Houston Airport,Houston,United States,29.9843997955322,-95.3414001464844
12747,318,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015
12748,744 77W 777,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015
12750,757,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015
12767,777,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004
12768,744,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004
12769,744 388,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971
12806,320,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,38.7813,-9.13592
12822,777,Orlando International Airport,Orlando,United States,28.4293994903564,-81.3089981079102
12827,744 777,Miami International Airport,Miami,United States,25.7931995391846,-80.2906036376953
12847,763 777 744,Chicago O'Hare International Airport,Chicago,United States,41.9786,-87.9048
12849,763,Chicago O'Hare International Airport,Chicago,United States,41.9786,-87.9048
12856,777 767,Philadelphia International Airport,Philadelphia,United States,39.871898651123,-75.241096496582
12857,744,Phoenix Sky Harbor International Airport,Phoenix,United States,33.4342994689941,-112.012001037598
12861,763,Raleigh Durham International Airport,Raleigh-durham,United States,35.8776016235352,-78.7874984741211
12864,777,San Diego International Airport,San Diego,United States,32.7336006165,-117.190002441
12865,744 777,Seattle Tacoma International Airport,Seattle,United States,47.449001,-122.308998
12866,744,San Francisco International Airport,San Francisco,United States,37.6189994812012,-122.375
12882,777,Tampa International Airport,Tampa,United States,27.9755001068115,-82.533203125
12904,777,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,45.4706001282,-73.7407989502
12905,744,Vancouver International Airport,Vancouver,Canada,49.193901062,-123.183998108
12906,767,Calgary International Airport,Calgary,Canada,51.113899231,-114.019996643
12908,788 744,Lester B. Pearson International Airport,Toronto,Canada,43.6772003174,-79.6305999756
12933,E90,Amsterdam Airport Schiphol,Amsterdam,Netherlands,52.308601,4.76389
12938,F70,Amsterdam Airport Schiphol,Amsterdam,Netherlands,52.308601,4.76389
12943,737,Amsterdam Airport Schiphol,Amsterdam,Netherlands,52.308601,4.76389
12947,F70,Amsterdam Airport Schiphol,Amsterdam,Netherlands,52.308601,4.76389
12949,F70,Amsterdam Airport Schiphol,Amsterdam,Netherlands,52.308601,4.76389
12952,F70,Amsterdam Airport Schiphol,Amsterdam,Netherlands,52.308601,4.76389
12954,F70,Amsterdam Airport Schiphol,Amsterdam,Netherlands,52.308601,4.76389
13134,E70,Charles de Gaulle International Airport,Paris,France,49.012798,2.55
13153,AR8,Charles de Gaulle International Airport,Paris,France,49.012798,2.55
13171,320 321,Charles de Gaulle International Airport,Paris,France,49.012798,2.55
13177,AR8,Charles de Gaulle International Airport,Paris,France,49.012798,2.55
13227,320,Catania-Fontanarossa Airport,Catania,Italy,37.466801,15.0664
13313,E90,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,41.8002778,12.2388889
13315,321 32S 320,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,41.8002778,12.2388889
13471,E90,Milano Linate Airport,Milan,Italy,45.445099,9.27674
13472,320 32S 321,Milano Linate Airport,Milan,Italy,45.445099,9.27674
13619,320,Falcone–Borsellino Airport,Palermo,Italy,38.175999,13.091
13845,735 E75,Minsk National Airport,Minsk 2,Belarus,53.882499694824,28.030700683594
14397,777,Nnamdi Azikiwe International Airport,Abuja,Nigeria,9.00679016113281,7.26316976547241
14400,744,Kotoka International Airport,Accra,Ghana,5.60518980026245,-0.166786000132561
14401,320,Lanzarote Airport,Arrecife,Spain,28.945499,-13.6052
14402,E90,Málaga Airport,Malaga,Spain,36.6749000549316,-4.49911022186279
14403,319 734 320,Málaga Airport,Malaga,Spain,36.6749000549316,-4.49911022186279
14404,320,Málaga Airport,Malaga,Spain,36.6749000549316,-4.49911022186279
14405,767,Almaty Airport,Alma-ata,Kazakhstan,43.3521003723145,77.0404968261719
14406,319 734,Alicante International Airport,Alicante,Spain,38.2821998596191,-0.55815601348877
14407,734 319,Houari Boumediene Airport,Algier,Algeria,36.6910018920898,3.21540999412537
14408,321,Queen Alia International Airport,Amman,Jordan,31.7226009369,35.9931983948
14409,E90 E70,Amsterdam Airport Schiphol,Amsterdam,Netherlands,52.308601,4.76389
14410,319 734,Amsterdam Airport Schiphol,Amsterdam,Netherlands,52.308601,4.76389
14411,320 767 319 321,Amsterdam Airport Schiphol,Amsterdam,Netherlands,52.308601,4.76389
14412,777,V.C. Bird International Airport,Antigua,Antigua and Barbuda,17.1367,-61.792702
14416,E70,Stockholm-Arlanda Airport,Stockholm,Sweden,59.651901245117,17.918600082397
14417,320 321 319 767,Stockholm-Arlanda Airport,Stockholm,Sweden,59.651901245117,17.918600082397
14418,320 767,Eleftherios Venizelos International Airport,Athens,Greece,37.9364013672,23.9444999695
14420,777,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,33.6367,-84.428101
14423,777,Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates,24.4330005645752,54.6511001586914
14425,788,Austin Bergstrom International Airport,Austin,United States,30.1944999694824,-97.6698989868164
14427,777,Bahrain International Airport,Bahrain,Bahrain,26.2707996368408,50.6335983276367
14429,319 734 320,Barcelona International Airport,Barcelona,Spain,41.2971,2.07846
14430,320 319 321 767,Barcelona International Airport,Barcelona,Spain,41.2971,2.07846
14432,777,L.F. Wade International International Airport,Bermuda,Bermuda,32.3639984130859,-64.6787033081055
14433,321,Beirut Rafic Hariri International Airport,Beirut,Lebanon,33.8208999633789,35.4883995056152
14434,777,Sir Grantley Adams International Airport,Bridgetown,Barbados,13.0746002197,-59.4925003052
14436,319,Bergen Airport Flesland,Bergen,Norway,60.29339981,5.218140125
14440,777,Suvarnabhumi Airport,Bangkok,Thailand,13.6810998916626,100.747001647949
14444,D38,Billund Airport,Billund,Denmark,55.7402992249,9.15178012848
14445,FRJ,Billund Airport,Billund,Denmark,55.7402992249,9.15178012848
14449,319 320,Bologna Guglielmo Marconi Airport,Bologna,Italy,44.5354,11.2887
14450,777,Kempegowda International Airport,Bangalore,India,13.1979,77.706299
14453,734 319,Bordeaux-Mérignac Airport,Bordeaux,France,44.8283004761,-0.715556025505
14454,777,Chhatrapati Shivaji International Airport,Mumbai,India,19.0886993408,72.8678970337
14455,777 744,General Edward Lawrence Logan International Airport,Boston,United States,42.36429977,-71.00520325
14457,734,Bari Karol Wojtyła Airport,Bari,Italy,41.138901,16.760599
14459,319 320 321,Brussels Airport,Brussels,Belgium,50.9014015198,4.48443984985
14460,319 320 321,EuroAirport Basel-Mulhouse-Freiburg Airport,Mulhouse,France,47.59,7.5291667
14461,320,Budapest Liszt Ferenc International Airport,Budapest,Hungary,47.42976,19.261093
14462,767,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,United States,39.1754,-76.668297
14463,767,Cairo International Airport,Cairo,Egypt,30.1219005584717,31.4055995941162
14466,319 320 321,Charles de Gaulle International Airport,Paris,France,49.012798,2.55
14474,321 320 319,Copenhagen Kastrup Airport,Copenhagen,Denmark,55.617900848389,12.656000137329
14477,744 777,Cape Town International Airport,Cape Town,South Africa,-33.9648017883,18.6016998291
14479,734 319,Catania-Fontanarossa Airport,Catania,Italy,37.466801,15.0664
14480,777 788,Chengdu Shuangliu International Airport,Chengdu,China,30.5785007476807,103.946998596191
14481,777,Cancún International Airport,Cancun,Mexico,21.0365009308,-86.8770980835
14482,734 319,Dubrovnik Airport,Dubrovnik,Croatia,42.5614013671875,18.2681999206543
14483,777,Indira Gandhi International Airport,Delhi,India,28.5665,77.103104
14484,777,Denver International Airport,Denver,United States,39.861698150635,-104.672996521
14488,744,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,32.896801,-97.038002
14493,767 321 744,Domodedovo International Airport,Moscow,Russia,55.4087982177734,37.9062995910645
14496,319,Dublin Airport,Dublin,Ireland,53.421299,-6.27007
14502,AR8 E70,Düsseldorf Airport,Duesseldorf,Germany,51.289501,6.76678
14503,319 320,Düsseldorf Airport,Duesseldorf,Germany,51.289501,6.76678
14505,744 777,Dubai International Airport,Dubai,United Arab Emirates,25.2527999878,55.3643989563
14506,767,Entebbe International Airport,Entebbe,Uganda,0.042386,32.443501
14510,777 788,Newark Liberty International Airport,Newark,United States,40.6925010681152,-74.168701171875
14512,777,Ministro Pistarini International Airport,Buenos Aires,Argentina,-34.8222,-58.5358
14513,319 734 320,Faro Airport,Faro,Portugal,37.0144004822,-7.96590995789
14514,320,Faro Airport,Faro,Portugal,37.0144004822,-7.96590995789
14516,734 320 319,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,41.8002778,12.2388889
14517,321 767 320 319,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,41.8002778,12.2388889
14519,E70 E90,Peretola Airport,Florence,Italy,43.810001,11.2051
14520,767,Lungi International Airport,Freetown,Sierra Leone,8.61644,-13.1955
14524,E70 E90 AR8,Frankfurt am Main Airport,Frankfurt,Germany,50.033333,8.570556
14525,320 767 319,Frankfurt am Main Airport,Frankfurt,Germany,50.033333,8.570556
14527,320,Gibraltar Airport,Gibraltar,Gibraltar,36.1511993408,-5.34965991974
14528,777,Rio Galeão – Tom Jobim International Airport,Rio De Janeiro,Brazil,-22.8099994659,-43.2505569458
14533,320 319 734,Genoa Cristoforo Colombo Airport,Genoa,Italy,44.4133,8.8375
14535,320 321 319,Gothenburg-Landvetter Airport,Gothenborg,Sweden,57.662799835205,12.279800415039
14536,FRJ,Gothenburg-Landvetter Airport,Gothenborg,Sweden,57.662799835205,12.279800415039
14537,744,Guarulhos - Governador André Franco Montoro International Airport,Sao Paulo,Brazil,-23.4355564117432,-46.4730567932129
14538,E90,Federico Garcia Lorca Airport,Granada,Spain,37.1887016296387,-3.77735996246338
14540,320 319 321,Geneva Cointrin International Airport,Geneva,Switzerland,46.2380981445312,6.10895013809204
14541,321,Heydar Aliyev International Airport,Baku,Azerbaijan,40.4674987792969,50.0466995239258
14542,319,Hannover Airport,Hannover,Germany,52.461101532,9.68507957458
14543,320 319 321,Hamburg Airport,Hamburg,Germany,53.630401611328,9.9882297515869
14545,320,Helsinki Vantaa Airport,Helsinki,Finland,60.317199707031,24.963300704956
14546,E90,Helsinki Vantaa Airport,Helsinki,Finland,60.317199707031,24.963300704956
14550,388 777,Hong Kong International Airport,Hong Kong,Hong Kong,22.308901,113.915001
14552,777,Tokyo Haneda International Airport,Tokyo,Japan,35.552299,139.779999
14554,767,,,,,
14555,744 777,Washington Dulles International Airport,Washington,United States,38.94449997,-77.45580292
14556,744 777,George Bush Intercontinental Houston Airport,Houston,United States,29.9843997955322,-95.3414001464844
14557,E70 E90,Ibiza Airport,Ibiza,Spain,38.8728981018,1.37311995029
14558,319 320,Ibiza Airport,Ibiza,Spain,38.8728981018,1.37311995029
14559,777,Incheon International Airport,Seoul,South Korea,37.4691009521484,126.450996398926
14560,S20,Isle of Man Airport,Isle Of Man,Isle of Man,54.0833015441895,-4.6238899230957
14561,320 767,Atatürk International Airport,Istanbul,Turkey,40.976898,28.8146
14562,777,King Abdulaziz International Airport,Jeddah,Saudi Arabia,21.6796,39.156502
14563,319 734,Jersey Airport,Jersey,Jersey,49.2079010009766,-2.1955099105835
14569,318,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015
14570,777 744,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015
14572,757,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015
14575,320,Mikonos Airport,Mykonos,Greece,37.4351005554199,25.3481006622314
14579,388 744,OR Tambo International Airport,Johannesburg,South Africa,-26.1392,28.246
14585,320,Santorini Airport,Thira,Greece,36.3992004394531,25.4792995452881
14586,320,Boryspil International Airport,Kiev,Ukraine,50.3450012207031,30.8946990966797
14587,777,Norman Manley International Airport,Kingston,Jamaica,17.9356994628906,-76.7874984741211
14588,744,Kuwait International Airport,Kuwait,Kuwait,29.2266006469727,47.9688987731934
14589,777,Quatro de Fevereiro Airport,Luanda,Angola,-8.85837,13.2312
14590,777,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004
14591,744,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004
14592,744 388,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971
14595,320,Larnaca International Airport,Larnaca,Cyprus,34.8750991821289,33.6249008178711
14596,767,Larnaca International Airport,Larnaca,Cyprus,34.8750991821289,33.6249008178711
14617,321,Pulkovo Airport,St. Petersburg,Russia,59.8003005981445,30.2625007629395
14791,321 319 320,Milano Linate Airport,Milan,Italy,45.445099,9.27674
14792,320,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,38.7813,-9.13592
14793,744,Murtala Muhammed International Airport,Lagos,Nigeria,6.57737016677856,3.32116007804871
14794,319,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233333,6.2044444
14796,319,Lyon Saint-Exupéry Airport,Lyon,France,45.725556,5.081111
14797,777,Chennai International Airport,Madras,India,12.9900054931641,80.1692962646484
14802,E90,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,40.471926,-3.56264
14803,767 320 319 321,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,40.471926,-3.56264
14806,E90,Menorca Airport,Menorca,Spain,39.8625984191895,4.21864986419678
14813,777,Orlando International Airport,Orlando,United States,28.4293994903564,-81.3089981079102
14816,744,Licenciado Benito Juarez International Airport,Mexico City,Mexico,19.4363,-99.072098
14822,744,Miami International Airport,Miami,United States,25.7931995391846,-80.2906036376953
14828,319 734,Malta International Airport,Malta,Malta,35.857498,14.4775
14830,777,Malé International Airport,Male,Maldives,4.19183015823364,73.5290985107422
14832,319 320,Marseille Provence Airport,Marseille,France,43.439271922,5.22142410278
14834,777,Sir Seewoosagur Ramgoolam International Airport,Plaisance,Mauritius,-20.430201,57.683601
14839,321 320 319,Munich Airport,Munich,Germany,48.353802,11.7861
14841,319 320 321,Malpensa International Airport,Milano,Italy,45.6306,8.72811
14843,320 734 319,Naples International Airport,Naples,Italy,40.886002,14.2908
14845,767,Lynden Pindling International Airport,Nassau,Bahamas,25.0389995575,-77.4662017822
14847,744,Jomo Kenyatta International Airport,Nairobi,Kenya,-1.31923997402,36.9277992249
14848,E70 E90,Nice-Côte d'Azur Airport,Nice,France,43.6584014893,7.21586990356
14849,319 320 734,Nice-Côte d'Azur Airport,Nice,France,43.6584014893,7.21586990356
14850,319 320 321,Nice-Côte d'Azur Airport,Nice,France,43.6584014893,7.21586990356
14853,777,Narita International Airport,Tokyo,Japan,35.7647018433,140.386001587
14854,737,Olbia Costa Smeralda Airport,Olbia,Italy,40.898701,9.51763
14855,320 319,Francisco de Sá Carneiro Airport,Porto,Portugal,41.2481002808,-8.68138980865
14861,744 777,Chicago O'Hare International Airport,Chicago,United States,41.9786,-87.9048
14863,763,Chicago O'Hare International Airport,Chicago,United States,41.9786,-87.9048
14867,319 320,Paris-Orly Airport,Paris,France,48.7233333,2.3794444
14871,319 320 321,Oslo Lufthavn,Oslo,Norway,60.121,11.0502
14872,320,Henri Coandă International Airport,Bucharest,Romania,44.5711111,26.085
14873,744,Beijing Capital International Airport,Beijing,China,40.0801010131836,116.584999084473
14874,319,Paphos International Airport,Paphos,Cyprus,34.7179985046387,32.4856986999512
14875,777 767,Philadelphia International Airport,Philadelphia,United States,39.871898651123,-75.241096496582
14876,744,Phoenix Sky Harbor International Airport,Phoenix,United States,33.4342994689941,-112.012001037598
14881,E90,Palma De Mallorca Airport,Palma de Mallorca,Spain,39.551700592,2.73881006241
14882,319 320,Palma De Mallorca Airport,Palma de Mallorca,Spain,39.551700592,2.73881006241
14884,320,Václav Havel Airport Prague,Prague,Czech Republic,50.1008,14.26
14885,734 319,Pisa International Airport,Pisa,Italy,43.683899,10.3927
14886,320 321,Pisa International Airport,Pisa,Italy,43.683899,10.3927
14888,777,Shanghai Pudong International Airport,Shanghai,China,31.1434001922607,121.805000305176
14889,734 319 320,Menara Airport,Marrakech,Morocco,31.6068992615,-8.03629970551
14890,763,Raleigh Durham International Airport,Raleigh-durham,United States,35.8776016235352,-78.7874984741211
14892,S20,Rotterdam The Hague Airport,Rotterdam,Netherlands,51.956902,4.43722
14893,319,Rotterdam The Hague Airport,Rotterdam,Netherlands,51.956902,4.43722
14894,744 777,King Khaled International Airport,Riyadh,Saudi Arabia,24.9575996398926,46.6987991333008
14896,777,San Diego International Airport,San Diego,United States,32.7336006165,-117.190002441
14897,744 777,Seattle Tacoma International Airport,Seattle,United States,47.449001,-122.308998
14898,744,San Francisco International Airport,San Francisco,United States,37.6189994812012,-122.375
14899,744 777,Singapore Changi Airport,Singapore,Singapore,1.35019,103.994003
14903,734,Thessaloniki Macedonia International Airport,Thessaloniki,Greece,40.5196990966797,22.9708995819092
14904,320,Sofia Airport,Sofia,Bulgaria,42.6966934204102,23.4114360809326
14905,319 321 320,Stuttgart Airport,Stuttgart,Germany,48.6898994446,9.22196006775
14907,319,Stavanger Airport Sola,Stavanger,Norway,58.876701354,5.6377801895
14909,734,Salzburg Airport,Salzburg,Austria,47.7933006287,13.0043001175
14911,320,Tenerife South Airport,Tenerife,Spain,28.044500351,-16.5725002289
14912,734,Tirana International Airport Mother Teresa,Tirana,Albania,41.4146995544,19.7206001282
14913,320,Tripoli International Airport,Tripoli,Libya,32.6635017395,13.1590003967
14914,320 319 321,Toulouse-Blagnac Airport,Toulouse,France,43.629101,1.36382
14915,321 777,Ben Gurion International Airport,Tel-aviv,Israel,32.0113983154297,34.8866996765137
14916,777,Tampa International Airport,Tampa,United States,27.9755001068115,-82.533203125
14917,319 320 734,Turin Airport,Torino,Italy,45.200802,7.64963
14918,320 321 319,Berlin-Tegel Airport,Berlin,Germany,52.5597,13.2877
14920,777,Hewanorra International Airport,Hewandorra,Saint Lucia,13.7332,-60.952599
14922,E90 E70,Venice Marco Polo Airport,Venice,Italy,45.505299,12.3519
14923,734 319 320,Venice Marco Polo Airport,Venice,Italy,45.505299,12.3519
14924,320 319,Venice Marco Polo Airport,Venice,Italy,45.505299,12.3519
14926,320 319,Vienna International Airport,Vienna,Austria,48.110298156738,16.569700241089
14928,734 319 320,Verona Villafranca Airport,Villafranca,Italy,45.395699,10.8885
14930,320,Warsaw Chopin Airport,Warsaw,Poland,52.1656990051,20.9671001434
14932,777,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,45.4706001282,-73.7407989502
14933,744,Vancouver International Airport,Vancouver,Canada,49.193901062,-123.183998108
14934,767,Calgary International Airport,Calgary,Canada,51.113899231,-114.019996643
14935,788 744,Lester B. Pearson International Airport,Toronto,Canada,43.6772003174,-79.6305999756
14936,319 320,Zagreb Airport,Zagreb,Croatia,45.7429008484,16.0687999725
14938,E90 E70,Zürich Airport,Zurich,Switzerland,47.464699,8.54917
14939,320 319 321,Zürich Airport,Zurich,Switzerland,47.464699,8.54917
15038,E95,Málaga Airport,Malaga,Spain,36.6749000549316,-4.49911022186279
15039,E95,Málaga Airport,Malaga,Spain,36.6749000549316,-4.49911022186279
15040,E75,Alicante International Airport,Alicante,Spain,38.2821998596191,-0.55815601348877
15041,E95,Alicante International Airport,Alicante,Spain,38.2821998596191,-0.55815601348877
15042,E95,Alicante International Airport,Alicante,Spain,38.2821998596191,-0.55815601348877
15043,E75 DH4,Amsterdam Airport Schiphol,Amsterdam,Netherlands,52.308601,4.76389
15044,DH4,Amsterdam Airport Schiphol,Amsterdam,Netherlands,52.308601,4.76389
15045,DH4,Amsterdam Airport Schiphol,Amsterdam,Netherlands,52.308601,4.76389
15046,DH4,Amsterdam Airport Schiphol,Amsterdam,Netherlands,52.308601,4.76389
15047,DH4 E75,Amsterdam Airport Schiphol,Amsterdam,Netherlands,52.308601,4.76389
15050,DH4,Brest Bretagne Airport,Brest,France,48.4478988647461,-4.41854000091553
15087,EMJ,Charles de Gaulle International Airport,Paris,France,49.012798,2.55
15088,E95,Charles de Gaulle International Airport,Paris,France,49.012798,2.55
15089,ARJ,Charles de Gaulle International Airport,Paris,France,49.012798,2.55
15090,DH4,Charles de Gaulle International Airport,Paris,France,49.012798,2.55
15091,E75 DH4,Charles de Gaulle International Airport,Paris,France,49.012798,2.55
15092,ARJ,Charles de Gaulle International Airport,Paris,France,49.012798,2.55
15094,SF3,Donegal Airport,Dongloe,Ireland,55.0442008972168,-8.34099960327148
15095,DH4 E75,Cologne Bonn Airport,Cologne,Germany,50.8658981323,7.1427397728
15098,E75,Dubrovnik Airport,Dubrovnik,Croatia,42.5614013671875,18.2681999206543
15102,E95,Dublin Airport,Dublin,Ireland,53.421299,-6.27007
15103,DH4 E95,Dublin Airport,Dublin,Ireland,53.421299,-6.27007
15104,E75 DH4 E95,Düsseldorf Airport,Duesseldorf,Germany,51.289501,6.76678
15105,DH4,Düsseldorf Airport,Duesseldorf,Germany,51.289501,6.76678
15106,E75 DH4,Düsseldorf Airport,Duesseldorf,Germany,51.289501,6.76678
15120,DH4,Bergerac-Roumanière Airport,Bergerac,France,44.8252983093262,0.518611013889313
15121,DH4,Bergerac-Roumanière Airport,Bergerac,France,44.8252983093262,0.518611013889313
15143,E95,Faro Airport,Faro,Portugal,37.0144004822,-7.96590995789
15144,E95,Faro Airport,Faro,Portugal,37.0144004822,-7.96590995789
15145,E75,Peretola Airport,Florence,Italy,43.810001,11.2051
15146,DH4,Guernsey Airport,Guernsey,Guernsey,49.435001373291,-2.60196995735168
15147,DH4,Guernsey Airport,Guernsey,Guernsey,49.435001373291,-2.60196995735168
15149,D38,Guernsey Airport,Guernsey,Guernsey,49.435001373291,-2.60196995735168
15150,DH4,Guernsey Airport,Guernsey,Guernsey,49.435001373291,-2.60196995735168
15168,E75,Hannover Airport,Hannover,Germany,52.461101532,9.68507957458
15169,E75,Hannover Airport,Hannover,Germany,52.461101532,9.68507957458
15188,DH4,Isle of Man Airport,Isle Of Man,Isle of Man,54.0833015441895,-4.6238899230957
15189,DH4,Isle of Man Airport,Isle Of Man,Isle of Man,54.0833015441895,-4.6238899230957
15190,DH4 E75,Isle of Man Airport,Isle Of Man,Isle of Man,54.0833015441895,-4.6238899230957
15191,DH4 E75,Jersey Airport,Jersey,Jersey,49.2079010009766,-2.1955099105835
15192,DH4,Jersey Airport,Jersey,Jersey,49.2079010009766,-2.1955099105835
15193,E75,Jersey Airport,Jersey,Jersey,49.2079010009766,-2.1955099105835
15194,DH4,Jersey Airport,Jersey,Jersey,49.2079010009766,-2.1955099105835
15195,DH4,Jersey Airport,Jersey,Jersey,49.2079010009766,-2.1955099105835
15196,DH4,Jersey Airport,Jersey,Jersey,49.2079010009766,-2.1955099105835
15198,DH4,Jersey Airport,Jersey,Jersey,49.2079010009766,-2.1955099105835
15199,E75,Jersey Airport,Jersey,Jersey,49.2079010009766,-2.1955099105835
